image name,Object_Type,distance,Location_Zone,Illumination
733c73bf-15b2-4540-9908-6ab61bbc5c23.png,Elevation Change,1.3607274293899536,Home Office,Bright
144893fc-8932-4026-b243-0bcf8be9ab6b.png,Large Obstacle,1.8706294298172,Living Room,Dark
09574d92-3aab-42d6-bb8e-cffc5ef52e61.png,Clear Path,3.484131097793579,Home Office,Dim
0cce2ad8-1bf2-4cbd-84a8-2ceaad69ba4d.png,Large Obstacle,2.014182806015014,Home Office,Dark
c91fa06a-e33b-4c17-b95d-6ce8bf2dd4b5.png,Elevation Change,2.5309388637542725,Corridor,Dark
08db2dd9-3050-4dcf-a83c-cde817d06644.png,Structural,2.108574390411377,Home Office,Bright
42067a7b-8cea-47a6-9c5c-69910a74f80f.png,Structural,2.7336630821228027,Corridor,Dark
0b21e4fb-8663-4581-952d-f25aaa2280ca.png,Elevation Change,1.4285966157913208,Home Office,Dim
2942e5a7-7af8-4ce2-8399-9f20f795d110.png,Small/Low Obstacle,3.7851991653442383,Corridor,Dim
6ca5cb24-babb-4dd3-955b-6dc751187f0a.png,Clear Path,3.3720390796661377,Living Room,Dim
1838e3ef-fbd7-4517-b343-2d81ddd73877.png,Structural,3.0638978481292725,Home Office,Bright
c8bc1021-9874-40e7-8adb-26979d53cc89.png,Small/Low Obstacle,1.4615886211395264,Living Room,Bright
2d467d04-3b08-4ae7-96b2-8bd4424ddb07.png,Clear Path,3.3633458614349365,Corridor,Dark
1c91b146-168f-4e81-9172-a9001dbe7b41.png,Small/Low Obstacle,1.8822975158691408,Home Office,Bright
ca481aab-20ae-4e6b-9372-d90fa6617c42.png,Structural,3.119500160217285,Living Room,Bright
b4d6fe8a-0171-487b-afc4-9839f37c6eb5.png,Small/Low Obstacle,2.8081233501434326,Home Office,Dim
64754b9c-89c1-4b06-873b-a53508f5808b.png,Small/Low Obstacle,1.6790568828582764,Home Office,Dim
adebabb4-9f34-45a9-a644-1b7451f24562.png,Structural,2.6134021282196045,Corridor,Dark
31b79d92-af99-4648-86cc-8c84c889ffdd.png,Large Obstacle,3.715379238128662,Living Room,Dim
e23cb0a6-4cef-4c73-a937-a9debe8f88eb.png,Clear Path,4.07286548614502,Home Office,Dim
dfb39ad1-37a7-4ece-9631-b35dbaa51936.png,Small/Low Obstacle,2.2585432529449463,Corridor,Dark
b83e9b57-7d19-4820-8496-3f5b77a1f1b4.png,Clear Path,4.219822883605957,Home Office,Dim
926e7be4-b950-46d1-97e0-f9374c83691d.png,Clear Path,1.940993309020996,Kitchen,Bright
1e800743-816e-4c3a-924c-9cd356a7875c.png,Small/Low Obstacle,1.5219969749450684,Kitchen,Bright
d88383a0-ea30-4971-ae22-e7d53fbb9b4d.png,Large Obstacle,2.138704776763916,Living Room,Bright
3e8cfb2c-04be-4804-bad8-65f37528a7cd.png,Structural,2.5749661922454834,Corridor,Dark
7facb820-11c9-4f1a-8ce9-5b269980589b.png,Clear Path,3.107330799102783,Kitchen,Bright
3a7040be-54d7-43b4-89d8-bc59ce16f125.png,Small/Low Obstacle,3.245863676071167,Home Office,Dim
993910b2-6481-4b0b-85f7-e3cd727f6830.png,Small/Low Obstacle,1.5112295150756836,Living Room,Dim
bca07c95-434a-47aa-ae9d-b3a81221ed54.png,Clear Path,2.0339019298553467,Kitchen,Dark
316a48b6-e50a-448a-9ca4-8d626a48c67b.png,Small/Low Obstacle,1.591745376586914,Home Office,Bright
777e7775-6086-4830-a413-ecb025b071f0.png,Clear Path,2.080770969390869,Living Room,Dim
14ba41db-9b15-4001-be5d-aa0da8eaaff5.png,Structural,3.4929394721984863,Kitchen,Bright
5b7b5780-67e5-4288-9c9b-44996dac300c.png,Structural,2.0688905715942383,Corridor,Dim
854b9b2e-a895-465d-bba6-8d030ff7a742.png,Large Obstacle,2.7198486328125,Living Room,Dark
33045648-3cfc-46d2-b0ea-ca9b8c25a640.png,Structural,2.67423939704895,Corridor,Dark
e3bb7378-411b-42a1-9512-1dc429617e02.png,Structural,3.116316318511963,Living Room,Dim
7c12c661-dfbf-4be7-8514-73cca44d41dc.png,Structural,3.923247575759888,Home Office,Dim
427ea878-2dc4-4b83-9554-f2ff349445a9.png,Structural,2.1854240894317627,Kitchen,Bright
948922ea-e46c-4d16-a41a-80257265c0c7.png,Small/Low Obstacle,1.3688033819198608,Home Office,Dark
b7debee0-f984-41b0-b378-1131bb1aa1ad.png,Elevation Change,2.2115843296051025,Corridor,Dim
9c7a753f-0ea9-497d-8960-b5f79b77150f.png,Structural,2.69414496421814,Home Office,Dark
e48e848c-82d5-4360-866f-a2b0b09ee44c.png,Structural,2.345069169998169,Corridor,Dark
e6ec1c42-705c-4cf1-8ec0-741c4513f402.png,Elevation Change,1.416381597518921,Home Office,Bright
d6428282-9d6e-4054-bb51-d5ddda885dc5.png,Clear Path,4.70281457901001,Corridor,Bright
58a26ac5-b7a3-423f-a8a1-5e621e022763.png,Large Obstacle,2.4292304515838623,Living Room,Dim
23eeffba-f4e3-4710-b2c4-cd068fdf218d.png,Structural,2.9522883892059326,Corridor,Dim
b80aff60-9bb4-4b0c-bb78-373d1d0ba916.png,Structural,2.348100423812866,Corridor,Dim
63343a3b-5a37-4de9-9166-9289e38da4b8.png,Structural,2.3538296222686768,Corridor,Dark
343565c5-274c-4f44-8cff-4f6efabdeab4.png,Clear Path,3.4362688064575195,Home Office,Dim
e2846b8e-d7c8-4388-8444-6e0deb626da7.png,Large Obstacle,1.7430027723312378,Home Office,Bright
923c3644-783d-4d22-b524-abe0911a3ef4.png,Structural,2.6309187412261963,Corridor,Dark
6ab78cd1-8bcc-45c1-9ab6-567807bfabed.png,Structural,2.4814870357513428,Corridor,Dim
4d9ce46b-e6a9-4321-89d1-25c293ab54c9.png,Structural,2.536803960800171,Living Room,Bright
321b1bff-2324-4e53-8e3a-22aa79b8783a.png,Large Obstacle,1.889572024345398,Corridor,Bright
95b3660a-9db1-4cc4-b719-93aeded877d5.png,Structural,2.834277868270874,Corridor,Dark
fadaaa43-2f19-48e2-9097-2257bbf49aeb.png,Large Obstacle,1.560063362121582,Corridor,Dim
390d6d04-2f87-49bf-9e14-910f5df7d322.png,Clear Path,2.73803973197937,Corridor,Dark
ad52f8fd-e351-4513-a2be-842bd4c2805b.png,Structural,4.342057228088379,Living Room,Dark
9ba328e9-db02-4f7e-b03f-40c7e8607a43.png,Small/Low Obstacle,1.7749965190887451,Living Room,Dim
ca0284d4-4e91-4e0a-a16e-874139cadd5c.png,Structural,1.045103907585144,Living Room,Bright
ab242dec-38f2-4cc6-bd38-9d5ef6596b6d.png,Structural,3.2361862659454346,Living Room,Dim
63ecee97-c4e4-48dc-862c-c9b50f47b04a.png,Large Obstacle,1.5411937236785889,Home Office,Bright
e9f74283-f6bc-4c30-830a-9b249f36b9b2.png,Large Obstacle,2.4539804458618164,Living Room,Dim
b39bfa55-5db1-4f5d-85f0-28bc3d13e7eb.png,Small/Low Obstacle,1.3494796752929688,Living Room,Bright
5beadb1d-f181-4825-900d-aeb1138f26a6.png,Clear Path,4.8697285652160645,Corridor,Dim
24be565b-e72f-45b6-b745-d68868740069.png,Clear Path,3.969203233718872,Living Room,Dim
0f2ece33-2b6c-461a-b0e1-54e4365ee0ff.png,Structural,2.906219005584717,Corridor,Dim
a9f35d66-a18f-4e8e-b58d-36e8b2c21289.png,Clear Path,2.7539687156677246,Home Office,Dim
14fb148c-b00e-4dd2-9db7-3041b7050073.png,Elevation Change,1.5817127227783203,Home Office,Dim
3a649303-790d-49e6-b065-b2d9731010c4.png,Clear Path,4.093317031860352,Living Room,Bright
cd7d3028-e6ff-4760-9380-879dd713a32f.png,Clear Path,3.025294303894043,Corridor,Bright
99809bd6-291e-4b1f-8cb8-9ec97e6c6127.png,Clear Path,2.7638368606567383,Corridor,Bright
537aefc7-e574-4069-84ff-63d4a4d7726c.png,Small/Low Obstacle,1.5774961709976196,Living Room,Dim
0f8f6076-bf71-4375-8d1f-db2bc5108160.png,Small/Low Obstacle,1.9081419706344604,Corridor,Dim
a489d3d1-9905-4e30-a1c1-7e0d01b5e494.png,Small/Low Obstacle,1.5997111797332764,Home Office,Bright
0abb9665-8ece-4b0d-9c15-3f1fe82067fc.png,Clear Path,5.196080684661865,Living Room,Dim
e576b996-e0bd-4f14-964f-864ba9ec8b2c.png,Clear Path,3.563721179962158,Home Office,Dim
8bfd2823-c441-42ba-97eb-bbdb06743cab.png,Clear Path,4.720132827758789,Living Room,Dark
6a26e8a0-a1e4-40ef-b7cf-a3fb03dd719c.png,Clear Path,3.109694004058838,Living Room,Dim
d40e6a7f-c88c-4654-809b-9e1c5f150ada.png,Large Obstacle,2.686070680618286,Living Room,Dim
3d910c2f-4895-4fbe-8659-e39d96d25f6c.png,Clear Path,2.4135777950286865,Corridor,Bright
2589eda7-ebd4-438e-92e6-7291f8636509.png,Structural,1.771099328994751,Corridor,Bright
fbb0491a-9dcc-42b7-bf92-2dee04701e21.png,Elevation Change,1.4923120737075806,Kitchen,Bright
b2023ffb-b69f-46fb-afb4-1ef0abd45655.png,Elevation Change,1.418389081954956,Home Office,Dim
aeca8a86-a454-4303-999f-f0599780ab14.png,Structural,2.5918915271759038,Living Room,Dark
bdb5ff7e-ad45-46a3-8037-18875a6577f3.png,Clear Path,3.414822816848755,Living Room,Dark
8ae90f9a-c644-4d66-9fea-de8dca016b28.png,Clear Path,2.060509443283081,Kitchen,Bright
bab70ac0-ec51-4555-9809-e104e111dd14.png,Structural,1.9478908777236936,Home Office,Bright
9366baec-12dd-4015-bb65-3d6f85cff869.png,Large Obstacle,3.120647668838501,Living Room,Bright
3b8e7b9d-c08b-4e73-a907-26893417ab82.png,Structural,2.5376434326171875,Corridor,Bright
f4b33752-8202-46ed-a83e-8e84659a380f.png,Large Obstacle,1.4505820274353027,Home Office,Dim
56e463b5-d0f2-4d80-9236-e0e1d70fd2c1.png,Structural,2.4943296909332275,Living Room,Dim
14d4ba3c-204f-4f94-92d2-211e37b71674.png,Large Obstacle,3.162379026412964,Living Room,Dark
c9d3d333-6181-4a4c-a288-2756b59294df.png,Large Obstacle,2.564449548721313,Living Room,Bright
28a68791-c15b-4238-9a0c-240f8d9520c3.png,Structural,2.448212146759033,Corridor,Dark
1f13fd97-2a78-4137-8aed-3c9b285867dd.png,Large Obstacle,2.3389875888824463,Home Office,Bright
6bcc397f-4882-4330-9b15-1211eb4eb4ce.png,Structural,3.1303155422210693,Corridor,Dark
05aed309-80cc-40d7-9832-565fda53455f.png,Small/Low Obstacle,2.921618700027466,Corridor,Dim
4018a8f6-d97a-4fd7-aa6f-6a139ec01850.png,Small/Low Obstacle,1.2650097608566284,Kitchen,Dim
9a6fc9a6-f4d7-4701-bba2-1846445efdfb.png,Structural,3.0608391761779785,Living Room,Dim
96dad201-1e81-43a3-89d7-438cf5012af7.png,Elevation Change,1.8233572244644165,Kitchen,Dim
c7d7391a-6002-43c8-80a3-b9ba88b7de2b.png,Structural,2.030336618423462,Corridor,Dim
6a87af1a-1e21-4700-8b23-5c28843b93ca.png,Structural,2.196958303451538,Living Room,Dark
d02e3e17-b809-4595-8388-338bebac8e80.png,Small/Low Obstacle,1.6537717580795288,Living Room,Bright
53960a76-4213-4dbd-963e-e6e1ffd80a0c.png,Large Obstacle,1.3945459127426147,Living Room,Dim
0d4fc2f6-59a2-4f59-a406-cbaf09fcd5b6.png,Clear Path,4.112100601196289,Living Room,Dim
9d2ddfd7-7341-4f41-880c-8e0fa884d85d.png,Large Obstacle,1.9382641315460205,Corridor,Dark
973943b4-e907-45e1-ae29-2b548878307b.png,Clear Path,2.3596513271331787,Kitchen,Dark
7ead13d2-570e-448a-a2ec-8d933788865b.png,Small/Low Obstacle,2.7768537998199463,Living Room,Bright
aca5b6ee-922f-4bc0-9cae-81db6c3b00af.png,Clear Path,2.9323413372039795,Kitchen,Bright
c03abf6b-2821-4915-b8d4-4c186470ea59.png,Structural,2.9552536010742188,Living Room,Dim
9cd08609-cdd3-492b-9a08-671dd434b9e4.png,Structural,2.618584394454956,Corridor,Dark
f40647d4-ce3a-4c01-bb3f-e51e891c25d1.png,Structural,2.855684518814087,Corridor,Dark
e53db526-c18e-463f-9c78-a9dd20ccdca7.png,Clear Path,4.288886070251465,Home Office,Dim
c5090644-1b63-4255-9d4f-c719ce9af10a.png,Clear Path,4.257551670074463,Living Room,Bright
f08ebeab-ebf4-452c-ba58-49f61fc11f05.png,Clear Path,4.175582885742188,Home Office,Dim
8e9add8c-55ba-4519-b345-eca291286082.png,Large Obstacle,2.38016414642334,Kitchen,Bright
f72242b8-7b15-4b2a-ac20-2f63a5c0e127.png,Elevation Change,1.013886332511902,Home Office,Dim
59c0c7e4-e0db-4d40-9cd5-0028f61be3f8.png,Structural,3.924016714096069,Home Office,Dim
6940a959-f3fc-4696-9a24-e71ce2e168c7.png,Large Obstacle,2.274165630340576,Kitchen,Dim
22ed886a-c33d-46e4-bdf8-a837eaf49252.png,Clear Path,4.38031816482544,Home Office,Bright
e8c3f49b-23bc-4a85-a1ae-b2572a2945e0.png,Clear Path,4.861972808837891,Living Room,Dim
76f79e01-3179-4e13-98c3-bd1fdafaf1ed.png,Elevation Change,2.488699436187744,Living Room,Dim
f84838d2-1342-4d33-9e0a-d08dae43dd06.png,Large Obstacle,1.372406005859375,Corridor,Dim
13791667-8647-4b5f-900c-0cc97ac79cc3.png,Large Obstacle,2.49790620803833,Kitchen,Dim
d1121a34-60b1-49d8-bfe4-4f4ef465f7a0.png,Large Obstacle,2.235922574996948,Home Office,Dim
c8f02786-d329-4b23-a9f7-a3b2f3d2bf5c.png,Clear Path,3.2490031719207764,Kitchen,Bright
3e5f4ab4-c8fa-4bb7-af82-ccd6bc701189.png,Structural,2.163762092590332,Corridor,Bright
fe58a742-7ae4-4922-afc2-84e2bf776c36.png,Large Obstacle,4.1209869384765625,Living Room,Dim
d7103de5-d6e6-42cf-b58f-94ad5d117576.png,Clear Path,4.796943664550781,Home Office,Dim
b023896b-2f96-4e6c-8d16-3f3942afdd46.png,Structural,1.7460777759552002,Corridor,Dim
a7e6dc98-d25e-4821-ac4f-0dec046dca5a.png,Small/Low Obstacle,1.8684806823730469,Kitchen,Dark
898e0c82-8b88-4957-8b4c-fc1bbaac0987.png,Large Obstacle,3.008312463760376,Home Office,Dark
6909d10b-616c-4edc-8713-71cdbcbc9e09.png,Small/Low Obstacle,2.5467240810394287,Living Room,Dim
09bf4b74-e840-4eea-9301-c99418169dd7.png,Large Obstacle,1.825339674949646,Living Room,Bright
49a5a05d-7dfe-495b-9846-eae2730c522d.png,Structural,2.0132853984832764,Home Office,Bright
f70c9634-67c9-43f5-b1b8-48cbdb6c901c.png,Large Obstacle,1.584871768951416,Corridor,Bright
c957de32-5d34-4aa7-8c5a-adab464e6893.png,Clear Path,2.2807493209838867,Kitchen,Dim
4341d64b-4e47-447b-819b-d7c391a5524f.png,Clear Path,4.254928112030029,Living Room,Dim
3b749c9e-eb44-4748-b56e-2485effb1010.png,Clear Path,3.971644639968872,Home Office,Dim
a43ddb51-513d-49d7-b0e7-687e6c2b1175.png,Small/Low Obstacle,3.1547813415527344,Corridor,Dim
d6eafbb8-c158-4794-b43a-bc687e880a39.png,Large Obstacle,3.5436153411865234,Living Room,Bright
76f098f4-413a-4729-9cca-70732eebeac5.png,Small/Low Obstacle,1.1696679592132568,Home Office,Bright
d694d290-0c5d-4206-8a93-f7d55349eab6.png,Clear Path,2.5431644916534424,Kitchen,Bright
53cf6dba-55d5-4d66-9f19-bdd30f5afb07.png,Structural,1.6739994287490845,Kitchen,Bright
2fbd081d-0b13-4f09-9abd-b2cab5270a2e.png,Large Obstacle,3.3351354598999023,Living Room,Dark
ad7e056c-b627-4dd0-b55f-c6b142bb7d86.png,Structural,3.2804672718048096,Kitchen,Dark
5bdf34a2-794b-4a17-a4b2-47a13b4d1944.png,Structural,2.578885793685913,Kitchen,Dim
38358e23-05b5-488b-8cf1-7b800ef54636.png,Clear Path,4.925074100494385,Home Office,Dim
e152fb5c-01df-4f43-b8fe-e34ccbfe081d.png,Large Obstacle,2.4944405555725098,Home Office,Bright
c8d1500c-f737-40c9-a5fa-5ecdb338124e.png,Structural,1.455421805381775,Living Room,Bright
c90485a6-7556-42cb-8227-d66fb0170f4b.png,Small/Low Obstacle,1.8038265705108645,Living Room,Dim
5decf304-2a9d-4730-8d9b-0970256ef1f9.png,Large Obstacle,2.917682409286499,Living Room,Bright
f6c31ee6-8441-4f50-84bf-ac4bc08bf59c.png,Large Obstacle,3.178496599197388,Home Office,Dim
0e450b50-ebc5-4e8f-a725-a0616d956dab.png,Structural,3.749746322631836,Home Office,Bright
0348d751-b9ed-41e5-bbb4-0e43d4a969e3.png,Structural,2.945955991744995,Living Room,Bright
f3c360de-0027-4e7b-a9fe-cc7bdb173ead.png,Small/Low Obstacle,0.7807003259658813,Living Room,Bright
ef429511-f345-4a77-a5a9-daf0293341ab.png,Clear Path,4.483798503875732,Living Room,Dim
9d90f8ab-788d-4597-8e2d-4de18462a334.png,Clear Path,2.7235183715820312,Living Room,Dim
1dec1cc5-f180-4af2-b9dd-f0618944d072.png,Large Obstacle,2.2922284603118896,Corridor,Bright
3ff65a86-0c91-49e1-ba6d-774e77656cbe.png,Clear Path,3.6598129272460938,Kitchen,Dim
eef80d30-6f80-460a-affc-2d275aaa0372.png,Clear Path,4.847515106201172,Living Room,Dim
b43f2744-7bd3-4389-872a-3106774cb553.png,Clear Path,1.8633549213409424,Kitchen,Bright
a6afbf8c-699f-43d9-8662-aa0d1888cfad.png,Large Obstacle,2.1199450492858887,Living Room,Dark
319429b6-3c67-48e0-943d-f97412659bce.png,Structural,2.4367618560791016,Living Room,Bright
312f9cdd-9ddf-4041-b290-497e95dd77ed.png,Clear Path,4.957496643066406,Home Office,Dim
05d4ff0c-de98-427b-8d44-e89d3e5dd622.png,Small/Low Obstacle,1.263399600982666,Home Office,Bright
28212731-c89e-4d72-be5f-0991aa8f418c.png,Structural,2.9814674854278564,Home Office,Dark
a92b7e08-ddb9-447d-a42f-a916e402f0b4.png,Large Obstacle,1.8477413654327397,Living Room,Bright
c0ee88da-0df0-48e3-af42-9387150ebf6e.png,Structural,1.7557423114776611,Corridor,Bright
8f814b67-30ee-471a-9f6e-911bee36aef6.png,Small/Low Obstacle,1.594918966293335,Living Room,Bright
cdc07f0f-efe1-4345-b4da-300ebada57d7.png,Large Obstacle,1.991516590118408,Living Room,Dim
b6013c55-4886-4359-8c53-eb3f0799fe36.png,Clear Path,5.162179470062256,Living Room,Dim
60d2e741-602c-46ac-b086-af5e6e1b7a49.png,Elevation Change,1.3883280754089355,Home Office,Dim
42c7a556-9345-41ae-bb63-522c0c47ba56.png,Clear Path,2.8496077060699463,Corridor,Bright
05bf65e5-4de4-4c38-a647-8149cf449694.png,Clear Path,3.501157522201538,Living Room,Dim
774bdfbb-0e8d-418d-b7b4-2a63ff21a156.png,Clear Path,3.541968822479248,Home Office,Dim
d663e560-d7cf-4c26-a719-06b842d44652.png,Structural,2.7172672748565674,Living Room,Bright
243b9ac6-58ef-46a6-b96e-2740a9cb0c25.png,Elevation Change,2.9920318126678467,Living Room,Bright
a39c7c5f-c5fb-4a0f-820d-a8d09cb41b80.png,Small/Low Obstacle,1.4489831924438477,Kitchen,Dim
eb27fe6e-0f43-451f-bbf1-fe7736377cd1.png,Small/Low Obstacle,1.1058136224746704,Home Office,Dim
f392d5f7-a678-41c8-a276-fbb54d9c3317.png,Large Obstacle,2.0354537963867188,Home Office,Bright
d2f64026-4d08-4fea-a98f-edf1e0cbd8d5.png,Elevation Change,1.835981130599976,Kitchen,Dim
410f1795-e0b6-40c2-b94d-3a145e1ef4cb.png,Small/Low Obstacle,1.545898199081421,Home Office,Bright
4eecd4a3-83ef-4b49-ac08-77e7ea3a7bbe.png,Structural,1.6817691326141355,Living Room,Bright
86ed8db5-e132-46a0-b747-c7926c19fc60.png,Clear Path,1.757568359375,Living Room,Dim
49f3cb59-19df-47d7-a3e8-0c826ae22b71.png,Small/Low Obstacle,2.2633211612701416,Corridor,Bright
103df233-eb1f-4330-a727-642b5422b0b4.png,Large Obstacle,1.785610318183899,Home Office,Bright
350f02c1-3dfd-4e83-b219-9f69fd7c2aac.png,Structural,3.7382233142852783,Corridor,Dark
07533eef-c71c-45bd-8d8b-1795568b561c.png,Structural,3.1761634349823,Home Office,Dim
f01b97f7-0ba0-4ba8-b61c-f9517e93fa74.png,Clear Path,3.1680190563201904,Living Room,Bright
16351d96-f069-4c6b-bc0d-1cc090f966d1.png,Structural,2.180098056793213,Corridor,Dark
d0d68153-a597-42fd-a163-addeb9931a6a.png,Small/Low Obstacle,2.254180669784546,Home Office,Dim
808947b7-f128-4002-a506-6e6ad211d620.png,Large Obstacle,2.3295466899871826,Living Room,Bright
c5e8e4df-d3bf-4100-bbf5-a11af5f02354.png,Elevation Change,1.4134129285812378,Home Office,Bright
9a652370-5628-4409-abe5-c28c8a315b5a.png,Clear Path,4.890418529510498,Living Room,Dim
bdcc0db8-e20e-4c62-a01c-821778ae4068.png,Small/Low Obstacle,1.1812578439712524,Home Office,Dim
f7fa9679-8dde-4fc0-a4ec-47f6366bc80c.png,Structural,4.550097942352295,Living Room,Dim
44ab8dbd-f544-4a96-9421-bd1b100163e9.png,Large Obstacle,2.575556516647339,Home Office,Dim
03e3596f-f1be-4d83-a4af-33e779a20964.png,Clear Path,4.810422420501709,Home Office,Dim
ff0b323f-b6bc-4f14-9726-655a5427d2ed.png,Structural,2.1807937622070312,Corridor,Dim
576f0e1f-4f3a-40f3-b315-50c2c168c85e.png,Elevation Change,1.5033657550811768,Living Room,Bright
bab21ba8-d190-403d-87f9-f84d6e1bba2e.png,Small/Low Obstacle,1.7907493114471436,Living Room,Bright
1f143ac9-565e-4851-a93b-f3faf296fe89.png,Small/Low Obstacle,2.6879723072052,Home Office,Dim
ae421547-833a-4260-991e-e07be2fc2e05.png,Small/Low Obstacle,1.5403887033462524,Living Room,Dim
993e3778-1556-48f6-85a9-aa8e57008aac.png,Large Obstacle,2.4477763175964355,Living Room,Bright
